所属年级,来源,具体来源,章节,试卷题号,题目截图,题干文本,所属章节,参考答案,答案文本,参考解析,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试一,,,"13. 设 $\triangle A B C$ 的内角 $A, B, C$ 的对边分别为 $a, b, c$, 且 $a=b \tan A$.
(1) 证明 $s \sin B=\cos A$;
(2) 若 $\sin C-\sin A \cos B=\frac{3}{4}$, 且 $B$ 为钝角, 求 $A, B, C$.",解三角形,,"(1) 证明见解析
(2) $A=C=\frac{\pi}{6}, B=\frac{2 \pi}{3}$.",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试二,,,"5. 设 $\triangle A B C$ 的内角 $A, B, C$ 所对的边分别为 $a, b, c$, 且 $a \cos C+\frac{1}{2} c=b$, 则 $A=(\quad)$
(A) $30^{\circ}$
(B) $60^{\circ}$
(C) $90^{\circ}$
(D) $120^{\circ}$",解三角形,(B) 60°,(B) 60°,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试二,,,"8. 已知 $\triangle A B C$ 的顶点 $A(1,0), B(0,2), C(4,4)$, 则 $\cos A=$",解三角形,,$\frac{\sqrt{5}}{5}$,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试三,,,"13. 已知 $\triangle A B C$ 满足 , 且 $b=\sqrt{6}, A=\frac{2 \pi}{3}$, 求 $\sin C$ 的值及 $\triangle A B C$ 的面积.从(1) $B=\frac{\pi}{4}$, (2) $a=\sqrt{3}$, (3) $a=3 \sqrt{2} \sin B$ 这三个条件中选一个, 补充到上面问题中, 并完成解答.",解三角形,,"当选择条件(1)时：
$\sin C=\frac{\sqrt{6}-\sqrt{2}}{4}, S_{\triangle A B C}=\frac{9-3 \sqrt{3}}{4} .$

当选择条件(2)时: 无解。
当选择条件(3)时:
$\sin C=\frac{\sqrt{6}-\sqrt{2}}{4}, S_{\triangle A B C}=\frac{9-3 \sqrt{3}}{4} .$",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第九章测试四,,,"13. 甲船在岛 $B$ 的正南 $A$ 处, $A B=10 km$, 甲船以每小时 $4 km$ 的速度向正北航行, 同时, 乙船自 $B$出发以每小时 $6 km$ 的速度向北偏东 $60^{\circ}$ 的方向䤡去. 求当甲、乙两船相距最近时它们所航行的时间.",解三角形,,$\frac{5}{14}$ (小时),,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-1A,,,"5. 已知 $\frac{\pi}{4} \lt \alpha \lt \frac{\pi}{2}, 0 \lt \beta \lt \frac{\pi}{3}$, 求下列各式的取值范围;
(1) $2 \alpha+\beta$;
(2) $\frac{\alpha-\beta}{2}$.",不等式,,$\frac{\pi}{2} \lt 2 a+\beta \lt \frac{4 \pi}{3}  ，-\frac{\pi}{24} \lt \frac{\alpha-\beta}{2} \lt \frac{\pi}{4}$,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-1A,,,"6. 列出下列各题中未知数 $x$ 所满足的不管式:
（1）荣小区有居民 $1000 户$, 去年 12 月份总用办量为 8000 吨. 今年开展节约用束活动, 有 800 户安装了节承龙头, 这些用户铂户铂月平均节永 $x$ 吨, 健得今年1月份该小区居民用氷总量低于 6000 吨;",不等式,,"（1）根据条件可得
$800(8-x)+200 \times 8 \lt 6000 ;$
(2) 根据条件可得 $\frac{360}{x-1}-\frac{360}{x} \geqslant 5$.",,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-1B,,,"5. 设 $a$ 是三个正数 $a, b, c$ 中最大的数, 且 $\frac{a}{b}=\frac{c}{d}$, 试比较 $a+d$ 与 $b+c$ 的大小. (提示: 设比值为 $k$, 先判諶 $b, d$ 的大小, 再判断 $a+d$ 与 $b+c$ 的差的符号.)",不等式,,$a+d \gt b+c$,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-2B,,,"1. 已知 $a, b \in R ^{+}$, 且 $a+b=1$, 求 $\frac{1}{a}+\frac{1}{b}$ 的最小值.",不等式,4,4,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-3B,,,"方米, 且木料无秿余, 求穿户䆓的取值范围.",不等式,,$0 \lt x \frac{6-\sqrt{6}}{5}$ 或 $\frac{6+\sqrt{6}}{5} \leq x \lt 2.4$,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-4B,,,"3. 菜出版社, 如县以每本 2.50 元的价答发行一积图书, 可发行 80000 本. 如果一本这种图书的最高定价应当是多少?",不等式,,图书最高定价为 4 元。,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-5A,,,"3. 求百数 $z=2 x+3 y$ 的晨大值, 式中的 $x, y$ 清足约表条件
$\left\{\begin{array}{l}2 x+3 y-24 \leqslant 0 \\x-y \leqslant 7 \\x \geqslant 0 \\y \geqslant 0\end{array}\right.$",不等式,24,24,,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-5A,,,"16 个 $A$ 需件和 12 个 $B$ 零件, 且敏天工作时间不超过 8 小时, 如笑组装一件甲产品可获利 1500 元, 组装一件乙产品可获利 2000 元, 那么应该怎样安非一天的生产, 才能获得最大的利洞?",不等式,,"答：一天组装 4 件甲产品, 2 件乙产品才能获得最大利润.",,,,,,,,,,
高中,教材题,人教版高中选修(B版)必修五,第三章习题3-5B,,,"2. 已知二次函数 $f(x)$ 的图繁过原点, 且 $-1 \leqslant f(-1) \leqslant 2 \leqslant f(1) \leqslant 4$, 求 $f(-2)$ 的取值范回。",不等式,,"$[5,10]$",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试三,,,"1. 设 $a, b, c \in R$, 则下列命题中为真命题的是
(A) $a \gt b \Rightarrow a-c \gt b-c$
(B) $a \gt b \Rightarrow a c \gt b c$
(C) $a \gt b \Rightarrow a^{2} \gt b^{2}$
(D) $a \gt b \Rightarrow a c^{2} \gt b c^{2}$",不等式,,1. A,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试三,,,"5. 已知 $a, b, c$ 满足 $c \lt b \lt a$, 且 $a c \lt 0$, 下列选项中不一定成立的是
(A) $a b \gt a c$
(B) $c(b-a) \lt 0$
(C) $c b^{2} \lt a b^{2}$
(D) $a c(a-c) \lt 0$",不等式,,5. C,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试三,,,"13. 设 $a \gt 0, b \gt 0$, 且 $a \neq b, p=\frac{a^{2}}{b}+\frac{b^{2}}{a}, q=a+b$. 证明: $p \gt q$. [参考公式: $\left.x^{3}+y^{3}=(x+y)\left(x^{2}-x y+y^{2}\right)\right]$",不等式,详见解析,证明题，答案详见解析,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试四,,,"3. 不等式 $\frac{1}{(x+2)^{2}} \gt 1$ 的解集为
(A) $\{x \mid-3 \lt x \lt -1\}$
(B) $\{x \mid-3 \lt x \lt -1$ 且 $x \neq-2\}$
(C) $\{x \mid 1 \lt x \lt 3\}$
(D) $\{x \mid-4 \lt x \lt -1$ 且 $x \neq-2\}$",不等式,,3. B,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试四,,,"14. 若关于 $x$ 的不等式 $|x|+|x-1| \gt a$ 恒成立,求实数 $a$ 的取值范围.",不等式,详见解析," $ a $ 的取值范围是 $ (-\infty, 1) $",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试五,,,"1. 设正数 $a, b$ 满足 $a+b=1$, 则 $\sqrt{a b}$
(A)有最小值 $\frac{1}{2}$
(B)有最小值 $\frac{\sqrt{2}}{2}$
(C) 有最大值 $\frac{1}{2}$
(D) 有最大值 $\frac{\sqrt{2}}{2}$",不等式,,1. C,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试五,,,"10. 已知非零实数 $a, b, c$ 满足 $a+b+c=3$, 且 $b^{2}=a c$, 则 $b$ 的取值范围是",不等式,详见解析,"$ b \in[-3,0) \cup(0,1] $",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试六,,,"5. 已知函数 $y=m(x-2 m)(x+m+3)$ 在区间 $[1,+\infty)$ 上的值恒为负数, 且在区间 $(-\infty,-4)$ 上存在函数值是正数, 求实数 $m$ 的取值范围.",不等式,详见解析," $ (-4,-2) $",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试六,,,"4. 不等式 $x^{2}-2 m x+m^{2}-1 \lt 0$ 的解集包含区间 $(1,2)$, 求实数 $m$ 的取值范围.",不等式,详见解析," $ m $ 的取值范围为 $ [1,2] $.",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第二章测试四,,,"10. 设集合 $A=\{x \in R || x \mid \lt 4\}, B=\left\{x \in R \mid x^{2}-4 x+3 \gt 0\right\}$, 则集合 $\{x \in R \mid x \in A$, 且 $x \notin A \cap B\}$ $=$",不等式,,10. $\{x \in R \mid 1 \leqslant x \leqslant 3\}$.,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题A组,,,"1. 在 $\triangle A B C$ 中, 已如 $\cos A=\frac{4}{5}, \cos B=\frac{12}{13}$, 求 $\cos C$ 的值.",三角恒等变换,,$-\frac{33}{65}$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题A组,,,"2. 化符：
(1) $\sin \left(30^{\circ}+\alpha\right)-\sin \left(30^{\circ}-\alpha\right)$;
(2) $\sin \left(\frac{\pi}{3}+\alpha\right)+\sin \left(\frac{\pi}{3}-\alpha\right)$;
(3) $\cos \left(\frac{\pi}{4}+\varphi\right)-\cos \left(\frac{\pi}{4}-\varphi\right)$;
(4) $\cos \left(27^{\circ}+\alpha\right) \cos \left(33^{\circ}-\alpha\right)-\sin \left(27^{\circ}+\alpha\right) \sin \left(33^{\circ}-\alpha\right)$;
(5) $\sin \left(\alpha-15^{\circ}\right) \cos \left(\alpha+15^{\circ}\right)+\cos \left(\alpha-15^{\circ}\right) \sin \left(\alpha+15^{\circ}\right)$.",三角恒等变换,,"解: (1) $\sin \left(30^{\circ}+\alpha\right)-\sin \left(30^{\circ}-\alpha\right)$
$=\sin 30^{\circ} \cos \alpha+\cos 30^{\circ} \sin \alpha-\sin 30^{\circ} \cos \alpha+\cos 30^{\circ} \sin \alpha$
$=2 \cos 30^{\circ} \sin \alpha=\sqrt{3} \sin \alpha$.
(2) $\sin \left(\frac{\pi}{3}+\alpha\right)+\sin \left(\frac{\pi}{3}-\alpha\right)=\sin \frac{\pi}{3} \cos \alpha+\cos \frac{\pi}{3} \sin \alpha+\sin \frac{\pi}{3} \cos \alpha-\cos \frac{\pi}{3} \sin \alpha$
$=2 \sin \frac{\pi}{3} \cos \alpha=\sqrt{3} \cos \alpha$
(3) $\cos \left(\frac{\pi}{4}+\varphi\right)-\cos \left(\frac{\pi}{4}-\varphi\right)=\cos \frac{\pi}{4} \cos \varphi-\sin \frac{\pi}{4} \sin \varphi-\cos \frac{\pi}{4} \cos \varphi-\sin \frac{\pi}{4} \sin \varphi$ $=-2 \sin \frac{\pi}{4} \sin \phi=-\sqrt{2} \sin \phi$.
(4) $\cos \left(27^{\circ}+\alpha\right) \cos \left(33^{\circ}-\alpha\right)-\sin \left(27^{\circ}+a\right) \sin \left(33^{\circ}-\alpha\right)$
$=\cos \left(27^{\circ}+\alpha+33^{\circ}-\alpha\right)=\cos 60^{\circ}=\frac{1}{2}$.
(5) $\sin \left(\alpha-15^{\circ}\right) \cos \left(\alpha+15^{\circ}\right)+\cos \left(\alpha-15^{\circ}\right) \sin \left(\alpha+15^{\circ}\right)$
$=\sin \left(\alpha-15^{\circ}+\alpha+15^{\circ}\right)=\sin 2 \alpha$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题A组,,,"3. 计算:
(1) $\sin 35^{\circ} \cos 25^{\circ}+\sin 55^{\circ} \cos 65^{\circ}$;
(2) $\cos 28^{\circ} \cos 73^{\circ}+\cos 62^{\circ} \cos 17^{\circ}$.",三角恒等变换,,"1. $\sin 35^{\circ} \cos 25^{\circ}+\sin 55^{\circ} \cos 65^{\circ}=\sin 35^{\circ} \cos 25^{\circ}+\cos 35^{\circ} \sin 25^{\circ}=\sin \left(35^{\circ}+25^{\circ}\right)=\frac{\sqrt{3}}{2}$ ；
2. $\cos 28^{\circ} \cos 73^{\circ}+\cos 62^{\circ} \cos 17^{\circ}=\cos 28^{\circ} \cos 73^{\circ}+\sin 28^{\circ} \sin 73^{\circ}=\cos \left(73^{\circ}-28^{\circ}\right)=\frac{\sqrt{2}}{2}$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题A组,,,"1. 把下列各式化咸积的形式:
(1) $\cos 3 x+\cos 2 x$;
(2) $1+\sin \theta+\cos \theta$.",三角恒等变换,,(1) $2 \cos \frac{5 x}{2} \cos \frac{x}{2} ;(2) 2 \sqrt{2} \cos \frac{\theta}{2} \cdot \sin \left(\frac{\theta}{2}+\frac{\pi}{4}\right)$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题A组,,,"1. 已知 $\sin \theta=0.28$, 并且 $90^{\circ} \lt \theta \lt 180^{\circ}$, 求 $\sin \frac{\theta}{2}, \cos \frac{\theta}{2}, \tan \frac{\theta}{2}$ 的值.",三角恒等变换,,"综上, 答案: $\sin \frac{\theta}{2}=\frac{7 \sqrt{2}}{10} ; \cos \frac{\theta}{2}=\frac{\sqrt{2}}{10}$; $\tan \frac{\theta}{2}=7$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题B组,,,"(1) $y=\sin x-\sin \left(x+\frac{\pi}{4}\right)$;
(2) $y=5 \cos \left(2 x+\frac{\pi}{2}\right)+12 \cos (2 x+31 \pi)$.",三角恒等变换,,"$(1) \sqrt{2-\sqrt{2}},-\sqrt{2-\sqrt{2}}, 2 k \pi, k \in Z, k \neq 0 ;$
(2) $13,-13, k \pi, k \in Z, k \neq 0$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题B组,,,6. 求证: $\tan 20^{\circ}+\tan 25^{\circ}+\tan 20^{\circ} \tan 25^{\circ}=1$.,三角恒等变换,证明题，见解析,证明题，答案详见解析,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题B组,,,"4. 求下列面数的最大值、最小值和周期:
(1) $y=\sin x \cos x$;
(2) $y=\sqrt{3} \cos ^{2} x+\frac{1}{2} \sin 2 x$.",三角恒等变换,,"(1) 最大值为 $\frac{1}{2}$ ，最小值为 $-\frac{1}{2} ， T=k \pi, k \in Z$ 且 $k \neq 0$ ；
(2) 最大值为 $1+\frac{\sqrt{3}}{2}$ ，最小值为 $-1+\frac{\sqrt{3}}{2} ， T=k \pi, k \in Z$ 且 $k \neq 0$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题B组,,,"3. 不查表、不使用计算工具, 求下列各式的值:
(1) $\sin 105^{\circ} \cos 75^{\circ}$;
(2) $2 \cos 37.5^{\circ} \cos 22.5^{\circ}$;
(3) $2 \cos \frac{9 \pi}{13} \cos \frac{\pi}{13}+\cos \frac{5 \pi}{13}+\cos \frac{3 \pi}{13}$;
(4) $\cos ^{2} 73^{\circ}+\cos ^{2} 47^{\circ}+\cos 73^{\circ} \cos 47^{\circ}$.",三角恒等变换,,(1) $\frac{1}{4} ;(2) \frac{\sqrt{6}+\sqrt{2}+2}{4} ;(3) 0 ;(4) \frac{3}{4}$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修四,第三章习题B组,,,"4. 如果 $A+B+C=\pi$, 求证：
$\cos A+\cos B+\cos C=1+4 \sin \frac{A}{2} \sin \frac{B}{2} \sin \frac{C}{2} .$",三角恒等变换,证明题，见解析,证明题，答案详见解析,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,"1. $\cos 12^{\circ} \cos 18^{\circ}-\sin 12^{\circ} \sin 18^{\circ}$ 等于
(A) $-\frac{1}{2}$
(B) $-\frac{\sqrt{3}}{2}$
(C) $\frac{1}{2}$
(D) $\frac{\sqrt{3}}{2}$",三角恒等变换,,1. D,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,"6. 已知 $2 \sin 2 \alpha=-\sin \alpha, \alpha \in\left(\frac{\pi}{2}, \pi\right)$, 则 $\tan \alpha=$",三角恒等变换,,6. $-\sqrt{15}$,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,10. $\cos ^{2}\left(x-\frac{\pi}{4}\right)-\cos ^{2}\left(x+\frac{\pi}{4}\right)$ 的取值范围是,三角恒等变换,,"10. $[-1,1]$",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,"11. 已知 $\tan \alpha=-\frac{3}{4}, \tan (\pi-\beta)=\frac{1}{2}$, 求 $\tan (\alpha-2 \beta)$ 的值.",三角恒等变换,,"11. 解: 由已知得 $\tan \beta=-\frac{1}{2}$,
$\therefore \tan 2 \beta=\frac{2 \tan \beta}{1-\tan ^{2} \beta}=-\frac{4}{3} . \therefore \tan (\alpha-2 \beta)=\frac{\tan \alpha-\tan 2 \beta}{1+\tan \alpha \cdot \tan 2 \beta}=\frac{7}{24} .$",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,"14. 已知 $f(x)=\cos ^{2} x+\sin x \cos x(x \in R )$.
(1) 求函数 $f(x)$ 的最小正周期和单调减区间;
(2) 求函数 $f(x)$ 的最大值和最小值, 并求出相应的 $x$ 的值.",三角恒等变换,,"14. 略解: 原式 $=\frac{1}{2}+\frac{\sqrt{2}}{2} \sin \left(2 x+\frac{\pi}{4}\right)$.
(1) 最小正周期为 $T=\pi$, 单调减区间为 $\left[k \pi+\frac{\pi}{8}, k \pi+\frac{5}{8} \pi\right], k \in Z$.
(2) 当 $x=k \pi+\frac{\pi}{8}$ 时, $f(x)_{max}=\frac{1}{2}+\frac{\sqrt{2}}{2}$; 当 $x=k \pi+\frac{5}{8} \pi$ 时, $f(x)_{min}=\frac{1}{2}-\frac{\sqrt{2}}{2}$.",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,10. 化简 $\frac{\sin 2 \alpha}{1+\cos 2 \alpha} \cdot \frac{\cos \alpha}{1+\cos \alpha}=$,三角恒等变换,,10. 原式 $=\frac{2 \sin \alpha \cos \alpha}{1+2 \cos ^{2} \alpha-1} \cdot \frac{\cos \alpha}{1+\cos \alpha}=\frac{\sin \alpha}{1+\cos \alpha}=\frac{2 \sin \frac{\alpha}{2} \cos \frac{\alpha}{2}}{1+2 \cos ^{2} \frac{\alpha}{2}-1}=\tan \frac{\alpha}{2}$.,,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,"13. 已知函数 $f(x)=\frac{1-\sqrt{2} \sin \left(2 x-\frac{\pi}{4}\right)}{\cos x}$.
(1) 求 $f(x)$ 的定义域;
(2) 设 $\alpha$ 是第四象限角, 且 $\tan \alpha=-\frac{4}{3}$, 求 $f(\alpha)$ 的值.",三角恒等变换,,"13. 解: (1) 由 $\cos x \neq 0$ 得 $x \neq k \pi+\frac{\pi}{2}(k \in Z )$, 故 $f(x)$ 的定义域为 $\left\{x \left\lvert\, x \neq k \pi+\frac{\pi}{2}\right., k \in Z \right\}$.
(2) $\because \tan \alpha=-\frac{4}{3}$, 且 $\alpha$ 是第四象限角,
$\therefore \sin \alpha=-\frac{4}{5}, \cos \alpha=\frac{3}{5},$

故 $f(\alpha)=\frac{1-\sqrt{2} \sin \left(2 \alpha-\frac{\pi}{4}\right)}{\cos \alpha}=\frac{1-\sqrt{2}\left(\frac{\sqrt{2}}{2} \sin 2 \alpha-\frac{\sqrt{2}}{2} \cos 2 \alpha\right)}{\cos \alpha}=\frac{1-\sin 2 \alpha+\cos 2 \alpha}{\cos \alpha}$
$=\frac{2 \cos ^{2} \alpha-2 \sin \alpha \cos \alpha}{\cos \alpha}=2(\cos \alpha-\sin \alpha)=\frac{14}{5} .$",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,"14. 已知函数 $f(x)=\sin ^{2} \omega x+\sqrt{3} \sin \omega x \sin \left(\omega x+\frac{\pi}{2}\right)(\omega \gt 0)$ 的最小正周期为 $\pi$.
(1)求 $\omega$ 的值;
(2) 求函数 $f(x)$ 在区间 $\left[0, \frac{2 \pi}{3}\right]$ 上的取值范围.",三角恒等变换,,"14. 解: (1) $f(x)=\frac{1-\cos 2 \omega x}{2}+\frac{\sqrt{3}}{2} \sin 2 \omega x=\frac{\sqrt{3}}{2} \sin 2 \omega x-\frac{1}{2} \cos 2 \omega x+\frac{1}{2}=\sin \left(2 \omega x-\frac{\pi}{6}\right)+\frac{1}{2}$.
$\because$ 函数 $f(x)$ 的最小正周期为 $\pi$, 且 $\omega \gt 0$,
$\therefore \frac{2 \pi}{2 \omega}=\pi$, 解得 $\omega=1$.
(2) 由 (1) 得 $f(x)=\sin \left(2 x-\frac{\pi}{6}\right)+\frac{1}{2}$.
$\because 0 \leqslant x \leqslant \frac{2 \pi}{3}$, 则 $-\frac{\pi}{6} \leqslant 2 x-\frac{\pi}{6} \leqslant \frac{7 \pi}{6}$,
$\therefore-\frac{1}{2} \leqslant \sin \left(2 x-\frac{\pi}{6}\right) \leqslant 1$,
$\therefore 0 \leqslant \sin \left(2 x-\frac{\pi}{6}\right)+\frac{1}{2} \leqslant \frac{3}{2}$, 故 $f(x)$ 的取值范围为 $\left[0, \frac{3}{2}\right]$.",,,,,,,,,,
高中,教辅题,西城区学习探究诊断,第八章,,,9. $\tan 70^{\circ} \cos 10^{\circ}+\sqrt{3} \sin 10^{\circ} \tan 70^{\circ}-2 \cos 40^{\circ}=$,三角恒等变换,,$9.2$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题A组,,,"3. 判断函数 $f(x)=\frac{a^{x}-a^{-x}}{2}(a \gt 0$ 且 $a \neq 1)$ 的奇偶性, 并证明.",基本初等函数,奇函数,奇函数,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题A组,,,"6. 根据下列不等式, 分别判断 $m$ 与 $n$ 的大小:
(1) $2^{m} \lt 2^{n}$;
(2) $\log _{0.2} m \gt \log _{0.2} n$.",基本初等函数,,"(1) $m \lt n$.
(2) $m \lt n$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题A组,,,"9. 求下列方程的解集:
(1) $3^{2 x-2}=81$;
(2) $\sqrt{7^{x}}=\sqrt[5]{343}$;
(3) $\left(\frac{2}{3}\right)^{x}\left(\frac{9}{8}\right)^{x}=\frac{27}{64}$;
(4) $5^{x-1} 10^{3 x}=8^{x}$.",基本初等函数,,"【答案】(1) $\{3\}$;
(2) $\left\{\frac{6}{5}\right\}$;
(3) $\{3\}$;
(4) $\left\{\frac{1}{4}\right\}$.",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题B组,,,"5. 已知 $2^{a}=5^{b}=m, \frac{1}{a}+\frac{1}{b}=2$, 求 $m$ 的值.",基本初等函数,,则 $m=\sqrt{10}$.,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题B组,,,"9. 已知函数 $f(x)=\ln \left( e ^{x}+1\right)-a x$ 是偶函数, 求 $a$ 的值.",基本初等函数,,$a=\frac{1}{2}$.,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题B组,,,"3. 已知 $a^{3}=9$, 求 $\log _{3} a$ 的值.",基本初等函数,,$\log _{3} a=\frac{2}{3}$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题B组,,,"2. 已知 $5^{x}=2,5^{y}=9$, 求 $5^{2 x-\frac{y}{2}}$ 的值.",基本初等函数,,$\frac{4}{3}$.,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题C组,,,"6. 已知函数 $f(x)=4^{x}-2^{x+1} a, x \in[-1,2]$ 的最小值为 $g(a)$.
(1) 求 $g(2)$ 的值;
(2) 求函数 $g(a)$ 的解析式.",基本初等函数,,"(1) -4 ;
$(2) g(a)=\left\{\frac{1}{4}-a, a \lt \frac{1}{2}  -a^{2}, \frac{1}{2} \leqslant a \leqslant 4  16-8 a, a \gt 4\right.$",,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题C组,,,"1. 不使用计算器和计算机软件, 比较 $\log _{2} 5,2^{0.5}, \log _{4} 15$ 的大小.",基本初等函数,,$\log _{2} 5>\log _{4} 15>2^0.5$,,,,,,,,,,
高中,教材题,人教版高中数学(B版)必修二,第四章复习题C组,,,"3. 已知 $\lg a, \lg b$ 是方程 $x^{2}-4 x+1=0$ 的两个根, 求 $\left(\lg \frac{b}{a}\right)^{2}$ 的值.",基本初等函数,12,12,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试一,,,"3. 用分数指数幂表示 $\sqrt{x \sqrt{x \sqrt{x}}}$ 的结果为 ( )
A. $x^{\frac{7}{8}}$
B. $x^{\frac{1}{8}}$
C. $x^{\frac{1}{6}}$
D. $x$",基本初等函数,,3.A,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试二,,,"13. 若函数 $f(x)=a^{x} \quad(a \gt 0$, 且 $a \neq 1)$ 在区间 [1,2] 上的最大值比最小值大 2 , 求 $a$ 的值.",基本初等函数,,$a=2$.,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试三,,,"14. 设 $a, b$ 为正数, 且 $a^{b}=b^{a}, b=3 a$, 求 $a$ 的值.",基本初等函数,,$\sqrt{3}$.,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试四,,,"14. 若 $2 \ln (x-2 y)=\ln x+\ln y$, 求 $\log _{2} \frac{x}{y}$ 的值.",基本初等函数,,$\log _{2} \frac{x}{y}=\log _{2} 4=2$,,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试五,,,"12. 已知函数 $f(x)=\ln |x|$
（1）判断函数的奇偶性, 并证明;
(2) 解不等式 $f(x) \gt 2$",基本初等函数,详见解析,"12. 解: (1) 由题意可知函数 $ f(x) $ 的定义域为 $ \{x \mid x \neq 0, x \in \mathbf{R}\}, f(-x)=\ln |-x|=\ln |x|=f(x) $.

所以函数 $ f(x) $ 为偶函数;
(2) 由 $ \ln |x|>2 $, 得 $ |x|>e^{2} $, 所以 $ x>e^{2} $ 或 $ x<-e^{2} $, 所以不等式解集为 $ \left\{x \mid x>e^{2}\right. $ 或 $ \left.x<-e^{2}\right\} $.",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试六,,,"12. 已知函数 $f(x)=a^{x}$ 的反函数为 $f^{-1}(x)=\log _{a} x$, 若点 $(-1,2)$ 在函数 $y=f(x)$ 的图像上,
(1) 求 $f^{-1}(x)$ 的表达式;
(2) 解不等式 $f^{-1}(x) \gt 2$",基本初等函数,详见解析,"(1)  $ f^{-1}(x)=\log _{\frac{1}{2}} x $.
 
(2)  $ x \in\left(0, \frac{1}{4}\right) $.",,,,,,,,,,
高中,教辅题,西城区学习探究诊测必修二,第四章测试七,,,8. 函数 $y=x^{\frac{1}{2}}+(x-1)^{-2}$ 的定义域为,基本初等函数,,"8. $[0,1) \cup(1,+\infty)$",,,,,,,,,,
